section_id,label,sort_order,height_m,distance_m,raw_height_m,line_style,value_state
A3-01,Section 1,3,0.0,19.0,,dotted,null_fill
A3-03,Section 3,3,0.0,19.0,,dotted,null_fill
A3-01,Section 1,3,0.0,20.0,,dotted,null_fill
A3-03,Section 3,3,0.0,20.0,,dotted,null_fill
A3-01,Section 1,3,0.0,21.0,,dotted,null_fill
A3-03,Section 3,3,0.0,21.0,,dotted,null_fill
A3-01,Section 1,3,0.0,22.0,,dotted,null_fill
A3-03,Section 3,3,0.0,22.0,,dotted,null_fill
A3-01,Section 1,3,0.0,23.0,,dotted,null_fill
A3-03,Section 3,3,0.0,23.0,,dotted,null_fill
A3-01,Section 1,3,14.455018997192383,24.0,14.455018997192383,solid,sampled
A3-03,Section 3,3,0.0,24.0,,dotted,null_fill
A3-01,Section 1,3,14.362739562988281,25.0,14.362739562988281,solid,sampled
A3-03,Section 3,3,0.0,25.0,,dotted,null_fill
A3-01,Section 1,3,14.38426685333252,26.0,14.38426685333252,solid,sampled
A3-03,Section 3,3,0.0,26.0,,dotted,null_fill
A3-01,Section 1,3,14.24641227722168,27.0,14.24641227722168,solid,sampled
A3-03,Section 3,3,0.0,27.0,,dotted,null_fill
A3-01,Section 1,3,14.299595832824707,28.0,14.299595832824707,solid,sampled
A3-03,Section 3,3,0.0,28.0,,dotted,null_fill
A3-01,Section 1,3,14.327893257141113,29.0,14.327893257141113,solid,sampled
A3-03,Section 3,3,0.0,29.0,,dotted,null_fill
A3-01,Section 1,3,14.255340576171875,30.0,14.255340576171875,solid,sampled
A3-03,Section 3,3,10.663225173950195,30.0,10.663225173950195,solid,sampled
A3-01,Section 1,3,14.944817543029785,31.0,14.944817543029785,solid,sampled
A3-03,Section 3,3,10.638318061828613,31.0,10.638318061828613,solid,sampled
A3-01,Section 1,3,14.749585151672363,32.0,14.749585151672363,solid,sampled
A3-03,Section 3,3,10.354238510131836,32.0,10.354238510131836,solid,sampled
A3-01,Section 1,3,15.214020729064941,33.0,15.214020729064941,solid,sampled
A3-03,Section 3,3,9.937746047973633,33.0,9.937746047973633,solid,sampled
A3-01,Section 1,3,14.494272232055664,34.0,14.494272232055664,solid,sampled
A3-03,Section 3,3,10.166635513305664,34.0,10.166635513305664,solid,sampled
A3-01,Section 1,3,14.343454360961914,35.0,14.343454360961914,solid,sampled
A3-03,Section 3,3,10.476778030395508,35.0,10.476778030395508,solid,sampled
A3-01,Section 1,3,13.944793701171875,36.0,13.944793701171875,solid,sampled
A3-03,Section 3,3,10.515963554382324,36.0,10.515963554382324,solid,sampled
A3-01,Section 1,3,13.705421447753906,37.0,13.705421447753906,solid,sampled
A3-03,Section 3,3,10.502710342407227,37.0,10.502710342407227,solid,sampled
A3-01,Section 1,3,13.706228256225586,38.0,13.706228256225586,solid,sampled
A3-03,Section 3,3,11.123466491699219,38.0,11.123466491699219,solid,sampled
A3-01,Section 1,3,13.572406768798828,39.0,13.572406768798828,solid,sampled
A3-03,Section 3,3,11.64336109161377,39.0,11.64336109161377,solid,sampled
A3-01,Section 1,3,13.162524223327637,40.0,13.162524223327637,solid,sampled
A3-03,Section 3,3,12.366601943969727,40.0,12.366601943969727,solid,sampled
A3-01,Section 1,3,13.134384155273438,41.0,13.134384155273438,solid,sampled
A3-03,Section 3,3,10.167930603027344,41.0,10.167930603027344,solid,sampled
A3-01,Section 1,3,13.02746868133545,42.0,13.02746868133545,solid,sampled
A3-03,Section 3,3,7.769061088562012,42.0,7.769061088562012,solid,sampled
A3-01,Section 1,3,12.795722007751465,43.0,12.795722007751465,solid,sampled
A3-03,Section 3,3,7.087368488311768,43.0,7.087368488311768,solid,sampled
A3-01,Section 1,3,12.6074857711792,44.0,12.6074857711792,solid,sampled
A3-03,Section 3,3,7.076571941375732,44.0,7.076571941375732,solid,sampled
A3-01,Section 1,3,12.678492546081543,45.0,12.678492546081543,solid,sampled
A3-03,Section 3,3,7.370238304138184,45.0,7.370238304138184,solid,sampled
A3-01,Section 1,3,12.457598686218262,46.0,12.457598686218262,solid,sampled
A3-03,Section 3,3,6.92609977722168,46.0,6.92609977722168,solid,sampled
A3-01,Section 1,3,12.428119659423828,47.0,12.428119659423828,solid,sampled
A3-03,Section 3,3,6.895995140075684,47.0,6.895995140075684,solid,sampled
A3-01,Section 1,3,12.577335357666016,48.0,12.577335357666016,solid,sampled
A3-03,Section 3,3,6.876720428466797,48.0,6.876720428466797,solid,sampled
A3-01,Section 1,3,12.512404441833496,49.0,12.512404441833496,solid,sampled
A3-03,Section 3,3,6.860029697418213,49.0,6.860029697418213,solid,sampled
A3-01,Section 1,3,12.274431228637695,50.0,12.274431228637695,solid,sampled
A3-03,Section 3,3,6.84777307510376,50.0,6.84777307510376,solid,sampled
A3-01,Section 1,3,12.144075393676758,51.0,12.144075393676758,solid,sampled
A3-03,Section 3,3,6.826442718505859,51.0,6.826442718505859,solid,sampled
A3-01,Section 1,3,12.060355186462402,52.0,12.060355186462402,solid,sampled
A3-03,Section 3,3,6.804455757141113,52.0,6.804455757141113,solid,sampled
A3-01,Section 1,3,11.673810958862305,53.0,11.673810958862305,solid,sampled
A3-03,Section 3,3,6.78549861907959,53.0,6.78549861907959,solid,sampled
A3-01,Section 1,3,12.133899688720703,54.0,12.133899688720703,solid,sampled
A3-03,Section 3,3,7.051567077636719,54.0,7.051567077636719,solid,sampled
A3-01,Section 1,3,12.062286376953125,55.0,12.062286376953125,solid,sampled
A3-03,Section 3,3,7.538805961608887,55.0,7.538805961608887,solid,sampled
A3-01,Section 1,3,12.194496154785156,56.0,12.194496154785156,solid,sampled
A3-03,Section 3,3,8.114606857299805,56.0,8.114606857299805,solid,sampled
A3-01,Section 1,3,11.784513473510742,57.0,11.784513473510742,solid,sampled
A3-03,Section 3,3,8.57874870300293,57.0,8.57874870300293,solid,sampled
A3-01,Section 1,3,10.183920860290527,58.0,10.183920860290527,solid,sampled
A3-03,Section 3,3,8.408931732177734,58.0,8.408931732177734,solid,sampled
A3-01,Section 1,3,9.6553316116333,59.0,9.6553316116333,solid,sampled
A3-03,Section 3,3,7.4396748542785645,59.0,7.4396748542785645,solid,sampled
A3-01,Section 1,3,7.50214958190918,60.0,7.50214958190918,solid,sampled
A3-03,Section 3,3,7.594044208526611,60.0,7.594044208526611,solid,sampled
A3-01,Section 1,3,3.445195198059082,61.0,3.445195198059082,solid,sampled
A3-03,Section 3,3,7.841006278991699,61.0,7.841006278991699,solid,sampled
A3-01,Section 1,3,3.197620391845703,62.0,3.197620391845703,solid,sampled
A3-03,Section 3,3,7.901899337768555,62.0,7.901899337768555,solid,sampled
A3-01,Section 1,3,3.1029059886932373,63.0,3.1029059886932373,solid,sampled
A3-03,Section 3,3,7.847455024719238,63.0,7.847455024719238,solid,sampled
A3-01,Section 1,3,3.0078630447387695,64.0,3.0078630447387695,solid,sampled
A3-03,Section 3,3,7.885586738586426,64.0,7.885586738586426,solid,sampled
A3-01,Section 1,3,2.9365835189819336,65.0,2.9365835189819336,solid,sampled
A3-03,Section 3,3,6.845015525817871,65.0,6.845015525817871,solid,sampled
A3-01,Section 1,3,2.843952178955078,66.0,2.843952178955078,solid,sampled
A3-03,Section 3,3,6.859745025634766,66.0,6.859745025634766,solid,sampled
A3-01,Section 1,3,2.762261390686035,67.0,2.762261390686035,solid,sampled
A3-03,Section 3,3,6.770516872406006,67.0,6.770516872406006,solid,sampled
A3-01,Section 1,3,2.6821582317352295,68.0,2.6821582317352295,solid,sampled
A3-03,Section 3,3,6.71445894241333,68.0,6.71445894241333,solid,sampled
A3-01,Section 1,3,2.6007795333862305,69.0,2.6007795333862305,solid,sampled
A3-03,Section 3,3,6.6752214431762695,69.0,6.6752214431762695,solid,sampled
A3-01,Section 1,3,2.510939121246338,70.0,2.510939121246338,solid,sampled
A3-03,Section 3,3,6.709719181060791,70.0,6.709719181060791,solid,sampled
A3-01,Section 1,3,2.5146446228027344,71.0,2.5146446228027344,solid,sampled
A3-03,Section 3,3,6.699454307556152,71.0,6.699454307556152,solid,sampled
A3-01,Section 1,3,2.343655824661255,72.0,2.343655824661255,solid,sampled
A3-03,Section 3,3,6.661169052124023,72.0,6.661169052124023,solid,sampled
A3-01,Section 1,3,2.2141308784484863,73.0,2.2141308784484863,solid,sampled
A3-03,Section 3,3,6.675036907196045,73.0,6.675036907196045,solid,sampled
A3-01,Section 1,3,2.117744207382202,74.0,2.117744207382202,solid,sampled
A3-03,Section 3,3,6.653064727783203,74.0,6.653064727783203,solid,sampled
A3-01,Section 1,3,2.0525662899017334,75.0,2.0525662899017334,solid,sampled
A3-03,Section 3,3,6.600386619567871,75.0,6.600386619567871,solid,sampled
A3-01,Section 1,3,1.981452226638794,76.0,1.981452226638794,solid,sampled
A3-03,Section 3,3,6.612311363220215,76.0,6.612311363220215,solid,sampled
A3-01,Section 1,3,1.9124324321746826,77.0,1.9124324321746826,solid,sampled
A3-03,Section 3,3,6.606986999511719,77.0,6.606986999511719,solid,sampled
A3-01,Section 1,3,1.8563530445098877,78.0,1.8563530445098877,solid,sampled
A3-03,Section 3,3,6.597411632537842,78.0,6.597411632537842,solid,sampled
A3-01,Section 1,3,1.8170493841171265,79.0,1.8170493841171265,solid,sampled
A3-03,Section 3,3,6.562073230743408,79.0,6.562073230743408,solid,sampled
A3-01,Section 1,3,1.7785060405731201,80.0,1.7785060405731201,solid,sampled
A3-03,Section 3,3,6.591955184936523,80.0,6.591955184936523,solid,sampled
A3-01,Section 1,3,1.736168622970581,81.0,1.736168622970581,solid,sampled
A3-03,Section 3,3,6.535976409912109,81.0,6.535976409912109,solid,sampled
A3-01,Section 1,3,1.6842693090438843,82.0,1.6842693090438843,solid,sampled
A3-03,Section 3,3,6.496593475341797,82.0,6.496593475341797,solid,sampled
A3-01,Section 1,3,1.6284472942352295,83.0,1.6284472942352295,solid,sampled
A3-03,Section 3,3,6.514618396759033,83.0,6.514618396759033,solid,sampled
A3-01,Section 1,3,1.5569136142730713,84.0,1.5569136142730713,solid,sampled
A3-03,Section 3,3,6.522989273071289,84.0,6.522989273071289,solid,sampled
A3-01,Section 1,3,1.4913809299468994,85.0,1.4913809299468994,solid,sampled
A3-03,Section 3,3,6.541668891906738,85.0,6.541668891906738,solid,sampled
A3-01,Section 1,3,1.4273557662963867,86.0,1.4273557662963867,solid,sampled
A3-03,Section 3,3,6.58774471282959,86.0,6.58774471282959,solid,sampled
A3-01,Section 1,3,1.3925909996032715,87.0,1.3925909996032715,solid,sampled
A3-03,Section 3,3,6.583586692810059,87.0,6.583586692810059,solid,sampled
A3-01,Section 1,3,1.359964370727539,88.0,1.359964370727539,solid,sampled
A3-03,Section 3,3,6.597530364990234,88.0,6.597530364990234,solid,sampled
A3-01,Section 1,3,1.3471112251281738,89.0,1.3471112251281738,solid,sampled
A3-03,Section 3,3,6.626962661743164,89.0,6.626962661743164,solid,sampled
A3-01,Section 1,3,1.3141918182373047,90.0,1.3141918182373047,solid,sampled
A3-03,Section 3,3,6.5967278480529785,90.0,6.5967278480529785,solid,sampled
A3-01,Section 1,3,1.3054556846618652,91.0,1.3054556846618652,solid,sampled
A3-03,Section 3,3,6.846558570861816,91.0,6.846558570861816,solid,sampled
A3-01,Section 1,3,1.2889289855957031,92.0,1.2889289855957031,solid,sampled
A3-03,Section 3,3,7.225666522979736,92.0,7.225666522979736,solid,sampled
A3-01,Section 1,3,1.2724025249481201,93.0,1.2724025249481201,solid,sampled
A3-03,Section 3,3,6.9963788986206055,93.0,6.9963788986206055,solid,sampled
A3-01,Section 1,3,1.2659138441085815,94.0,1.2659138441085815,solid,sampled
A3-03,Section 3,3,7.041728973388672,94.0,7.041728973388672,solid,sampled
A3-01,Section 1,3,1.2597118616104126,95.0,1.2597118616104126,solid,sampled
A3-03,Section 3,3,7.319918155670166,95.0,7.319918155670166,solid,sampled
A3-01,Section 1,3,1.261747121810913,96.0,1.261747121810913,solid,sampled
A3-03,Section 3,3,6.543529987335205,96.0,6.543529987335205,solid,sampled
A3-01,Section 1,3,1.2376115322113037,97.0,1.2376115322113037,solid,sampled
A3-03,Section 3,3,6.505687236785889,97.0,6.505687236785889,solid,sampled
A3-01,Section 1,3,1.2305183410644531,98.0,1.2305183410644531,solid,sampled
A3-03,Section 3,3,6.371010780334473,98.0,6.371010780334473,solid,sampled
A3-01,Section 1,3,1.224440336227417,99.0,1.224440336227417,solid,sampled
A3-03,Section 3,3,6.292673110961914,99.0,6.292673110961914,solid,sampled
A3-01,Section 1,3,1.2013859748840332,100.0,1.2013859748840332,solid,sampled
A3-03,Section 3,3,6.216156005859375,100.0,6.216156005859375,solid,sampled
A3-01,Section 1,3,1.1966662406921387,101.0,1.1966662406921387,solid,sampled
A3-03,Section 3,3,6.16293478012085,101.0,6.16293478012085,solid,sampled
A3-01,Section 1,3,1.1849329471588135,102.0,1.1849329471588135,solid,sampled
A3-03,Section 3,3,6.464300155639648,102.0,6.464300155639648,solid,sampled
A3-01,Section 1,3,1.1793631315231323,103.0,1.1793631315231323,solid,sampled
A3-03,Section 3,3,8.342331886291504,103.0,8.342331886291504,solid,sampled
A3-01,Section 1,3,1.1697077751159668,104.0,1.1697077751159668,solid,sampled
A3-03,Section 3,3,8.936424255371094,104.0,8.936424255371094,solid,sampled
A3-01,Section 1,3,1.154317021369934,105.0,1.154317021369934,solid,sampled
A3-03,Section 3,3,6.804104804992676,105.0,6.804104804992676,solid,sampled
A3-01,Section 1,3,1.1601629257202148,106.0,1.1601629257202148,solid,sampled
A3-03,Section 3,3,5.525142669677734,106.0,5.525142669677734,solid,sampled
A3-01,Section 1,3,1.1524102687835693,107.0,1.1524102687835693,solid,sampled
A3-03,Section 3,3,5.421956539154053,107.0,5.421956539154053,solid,sampled
A3-01,Section 1,3,1.145219087600708,108.0,1.145219087600708,solid,sampled
A3-03,Section 3,3,5.534051895141602,108.0,5.534051895141602,solid,sampled
A3-01,Section 1,3,1.1335980892181396,109.0,1.1335980892181396,solid,sampled
A3-03,Section 3,3,5.472379207611084,109.0,5.472379207611084,solid,sampled
A3-01,Section 1,3,1.1245596408843994,110.0,1.1245596408843994,solid,sampled
A3-03,Section 3,3,7.7905707359313965,110.0,7.7905707359313965,solid,sampled
A3-01,Section 1,3,1.1138666868209839,111.0,1.1138666868209839,solid,sampled
A3-03,Section 3,3,8.089062690734863,111.0,8.089062690734863,solid,sampled
A3-01,Section 1,3,1.1035451889038086,112.0,1.1035451889038086,solid,sampled
A3-03,Section 3,3,8.396631240844727,112.0,8.396631240844727,solid,sampled
A3-01,Section 1,3,1.103622317314148,113.0,1.103622317314148,solid,sampled
A3-03,Section 3,3,8.599985122680664,113.0,8.599985122680664,solid,sampled
A3-01,Section 1,3,1.1078804731369019,114.0,1.1078804731369019,solid,sampled
A3-03,Section 3,3,8.644482612609863,114.0,8.644482612609863,solid,sampled
A3-01,Section 1,3,1.0988129377365112,115.0,1.0988129377365112,solid,sampled
A3-03,Section 3,3,8.42835807800293,115.0,8.42835807800293,solid,sampled
A3-01,Section 1,3,1.090851902961731,116.0,1.090851902961731,solid,sampled
A3-03,Section 3,3,8.383867263793945,116.0,8.383867263793945,solid,sampled
A3-01,Section 1,3,1.103668451309204,117.0,1.103668451309204,solid,sampled
A3-03,Section 3,3,8.536471366882324,117.0,8.536471366882324,solid,sampled
A3-01,Section 1,3,1.0603268146514893,118.0,1.0603268146514893,solid,sampled
A3-03,Section 3,3,8.679187774658203,118.0,8.679187774658203,solid,sampled
A3-01,Section 1,3,1.07140052318573,119.0,1.07140052318573,solid,sampled
A3-03,Section 3,3,8.757996559143066,119.0,8.757996559143066,solid,sampled
A3-01,Section 1,3,1.0813034772872925,120.0,1.0813034772872925,solid,sampled
A3-03,Section 3,3,8.588544845581055,120.0,8.588544845581055,solid,sampled
A3-01,Section 1,3,1.0662758350372314,121.0,1.0662758350372314,solid,sampled
A3-03,Section 3,3,8.245076179504395,121.0,8.245076179504395,solid,sampled
A3-01,Section 1,3,1.0669138431549072,122.0,1.0669138431549072,solid,sampled
A3-03,Section 3,3,7.873748779296875,122.0,7.873748779296875,solid,sampled
A3-01,Section 1,3,1.0552973747253418,123.0,1.0552973747253418,solid,sampled
A3-03,Section 3,3,4.840553283691406,123.0,4.840553283691406,solid,sampled
A3-01,Section 1,3,1.0554437637329102,124.0,1.0554437637329102,solid,sampled
A3-03,Section 3,3,4.811334133148193,124.0,4.811334133148193,solid,sampled
A3-01,Section 1,3,1.0478551387786865,125.0,1.0478551387786865,solid,sampled
A3-03,Section 3,3,4.809446334838867,125.0,4.809446334838867,solid,sampled
A3-01,Section 1,3,1.03335702419281,126.0,1.03335702419281,solid,sampled
A3-03,Section 3,3,4.7877197265625,126.0,4.7877197265625,solid,sampled
A3-01,Section 1,3,1.0506765842437744,127.0,1.0506765842437744,solid,sampled
A3-03,Section 3,3,4.80734920501709,127.0,4.80734920501709,solid,sampled
A3-01,Section 1,3,1.0530283451080322,128.0,1.0530283451080322,solid,sampled
A3-03,Section 3,3,4.877663612365723,128.0,4.877663612365723,solid,sampled
A3-01,Section 1,3,1.0686050653457642,129.0,1.0686050653457642,solid,sampled
A3-03,Section 3,3,4.94577693939209,129.0,4.94577693939209,solid,sampled
A3-01,Section 1,3,1.0346815586090088,130.0,1.0346815586090088,solid,sampled
A3-03,Section 3,3,5.018899917602539,130.0,5.018899917602539,solid,sampled
A3-01,Section 1,3,1.0349488258361816,131.0,1.0349488258361816,solid,sampled
A3-03,Section 3,3,4.784506797790527,131.0,4.784506797790527,solid,sampled
A3-01,Section 1,3,1.0306707620620728,132.0,1.0306707620620728,solid,sampled
A3-03,Section 3,3,2.6354823112487793,132.0,2.6354823112487793,solid,sampled
A3-01,Section 1,3,1.0351768732070923,133.0,1.0351768732070923,solid,sampled
A3-03,Section 3,3,2.569091320037842,133.0,2.569091320037842,solid,sampled
A3-01,Section 1,3,1.0263986587524414,134.0,1.0263986587524414,solid,sampled
A3-03,Section 3,3,2.5073764324188232,134.0,2.5073764324188232,solid,sampled
A3-01,Section 1,3,1.003429889678955,135.0,1.003429889678955,solid,sampled
A3-03,Section 3,3,2.4627819061279297,135.0,2.4627819061279297,solid,sampled
A3-01,Section 1,3,0.9940971732139587,136.0,0.9940971732139587,solid,sampled
A3-03,Section 3,3,2.429903745651245,136.0,2.429903745651245,solid,sampled
A3-01,Section 1,3,0.9935365319252014,137.0,0.9935365319252014,solid,sampled
A3-03,Section 3,3,2.392636775970459,137.0,2.392636775970459,solid,sampled
A3-01,Section 1,3,0.9955901503562927,138.0,0.9955901503562927,solid,sampled
A3-03,Section 3,3,2.3437042236328125,138.0,2.3437042236328125,solid,sampled
A3-01,Section 1,3,0.9867992401123047,139.0,0.9867992401123047,solid,sampled
A3-03,Section 3,3,2.27072811126709,139.0,2.27072811126709,solid,sampled
A3-01,Section 1,3,0.9890031814575195,140.0,0.9890031814575195,solid,sampled
A3-03,Section 3,3,2.226614475250244,140.0,2.226614475250244,solid,sampled
A3-01,Section 1,3,0.9755620360374451,141.0,0.9755620360374451,solid,sampled
A3-03,Section 3,3,2.18411922454834,141.0,2.18411922454834,solid,sampled
A3-01,Section 1,3,0.964674711227417,142.0,0.964674711227417,solid,sampled
A3-03,Section 3,3,2.134125232696533,142.0,2.134125232696533,solid,sampled
A3-01,Section 1,3,0.9596537351608276,143.0,0.9596537351608276,solid,sampled
A3-03,Section 3,3,2.1044182777404785,143.0,2.1044182777404785,solid,sampled
A3-01,Section 1,3,0.9562087655067444,144.0,0.9562087655067444,solid,sampled
A3-03,Section 3,3,2.065697431564331,144.0,2.065697431564331,solid,sampled
A3-01,Section 1,3,0.9408719539642334,145.0,0.9408719539642334,solid,sampled
A3-03,Section 3,3,2.0364503860473633,145.0,2.0364503860473633,solid,sampled
A3-01,Section 1,3,0.946995735168457,146.0,0.946995735168457,solid,sampled
A3-03,Section 3,3,1.9985862970352173,146.0,1.9985862970352173,solid,sampled
A3-01,Section 1,3,0.940557062625885,147.0,0.940557062625885,solid,sampled
A3-03,Section 3,3,1.997037649154663,147.0,1.997037649154663,solid,sampled
A3-01,Section 1,3,0.9369528293609619,148.0,0.9369528293609619,solid,sampled
A3-03,Section 3,3,1.9590790271759033,148.0,1.9590790271759033,solid,sampled
A3-01,Section 1,3,0.9411972761154175,149.0,0.9411972761154175,solid,sampled
A3-03,Section 3,3,1.9336082935333252,149.0,1.9336082935333252,solid,sampled
A3-01,Section 1,3,0.9259071350097656,150.0,0.9259071350097656,solid,sampled
A3-03,Section 3,3,1.9096590280532837,150.0,1.9096590280532837,solid,sampled
A3-01,Section 1,3,0.9075635075569153,151.0,0.9075635075569153,solid,sampled
A3-03,Section 3,3,1.8477320671081543,151.0,1.8477320671081543,solid,sampled
A3-01,Section 1,3,0.9099507331848145,152.0,0.9099507331848145,solid,sampled
A3-03,Section 3,3,1.8002994060516357,152.0,1.8002994060516357,solid,sampled
A3-01,Section 1,3,0.9034221768379211,153.0,0.9034221768379211,solid,sampled
A3-03,Section 3,3,1.7683615684509277,153.0,1.7683615684509277,solid,sampled
A3-01,Section 1,3,0.9051303863525391,154.0,0.9051303863525391,solid,sampled
A3-03,Section 3,3,1.7471611499786377,154.0,1.7471611499786377,solid,sampled
A3-01,Section 1,3,0.9003493189811707,155.0,0.9003493189811707,solid,sampled
A3-03,Section 3,3,1.735504150390625,155.0,1.735504150390625,solid,sampled
A3-01,Section 1,3,0.9018690586090088,156.0,0.9018690586090088,solid,sampled
A3-03,Section 3,3,1.715413212776184,156.0,1.715413212776184,solid,sampled
A3-01,Section 1,3,0.9022746086120605,157.0,0.9022746086120605,solid,sampled
A3-03,Section 3,3,1.7007246017456055,157.0,1.7007246017456055,solid,sampled
A3-01,Section 1,3,0.888397216796875,158.0,0.888397216796875,solid,sampled
A3-03,Section 3,3,1.7051016092300415,158.0,1.7051016092300415,solid,sampled
A3-01,Section 1,3,0.8797860741615295,159.0,0.8797860741615295,solid,sampled
A3-03,Section 3,3,1.683778166770935,159.0,1.683778166770935,solid,sampled
A3-01,Section 1,3,0.8831241130828857,160.0,0.8831241130828857,solid,sampled
A3-03,Section 3,3,1.664743185043335,160.0,1.664743185043335,solid,sampled
A3-01,Section 1,3,0.8560781478881836,161.0,0.8560781478881836,solid,sampled
A3-03,Section 3,3,1.6287481784820557,161.0,1.6287481784820557,solid,sampled
A3-01,Section 1,3,0.8762236833572388,162.0,0.8762236833572388,solid,sampled
A3-03,Section 3,3,1.5959584712982178,162.0,1.5959584712982178,solid,sampled
A3-01,Section 1,3,0.8543621301651001,163.0,0.8543621301651001,solid,sampled
A3-03,Section 3,3,1.553078532218933,163.0,1.553078532218933,solid,sampled
A3-01,Section 1,3,0.8529344201087952,164.0,0.8529344201087952,solid,sampled
A3-03,Section 3,3,1.516519546508789,164.0,1.516519546508789,solid,sampled
A3-01,Section 1,3,0.8547444343566895,165.0,0.8547444343566895,solid,sampled
A3-03,Section 3,3,1.482520341873169,165.0,1.482520341873169,solid,sampled
A3-01,Section 1,3,0.8403737545013428,166.0,0.8403737545013428,solid,sampled
A3-03,Section 3,3,1.4437718391418457,166.0,1.4437718391418457,solid,sampled
A3-01,Section 1,3,0.8409667015075684,167.0,0.8409667015075684,solid,sampled
A3-03,Section 3,3,1.4048932790756226,167.0,1.4048932790756226,solid,sampled
A3-01,Section 1,3,0.8408077955245972,168.0,0.8408077955245972,solid,sampled
A3-03,Section 3,3,1.367360234260559,168.0,1.367360234260559,solid,sampled
A3-01,Section 1,3,0.8410713076591492,169.0,0.8410713076591492,solid,sampled
A3-03,Section 3,3,1.3284306526184082,169.0,1.3284306526184082,solid,sampled
A3-01,Section 1,3,0.8351798057556152,170.0,0.8351798057556152,solid,sampled
A3-03,Section 3,3,1.8307232856750488,170.0,1.8307232856750488,solid,sampled
A3-01,Section 1,3,0.83060622215271,171.0,0.83060622215271,solid,sampled
A3-03,Section 3,3,1.5130853652954102,171.0,1.5130853652954102,solid,sampled
A3-01,Section 1,3,0.8391819000244141,172.0,0.8391819000244141,solid,sampled
A3-03,Section 3,3,1.513517141342163,172.0,1.513517141342163,solid,sampled
A3-01,Section 1,3,0.8216922283172607,173.0,0.8216922283172607,solid,sampled
A3-03,Section 3,3,1.1780778169631958,173.0,1.1780778169631958,solid,sampled
A3-01,Section 1,3,0.8230102062225342,174.0,0.8230102062225342,solid,sampled
A3-03,Section 3,3,1.1362429857254028,174.0,1.1362429857254028,solid,sampled
A3-01,Section 1,3,0.8102688193321228,175.0,0.8102688193321228,solid,sampled
A3-03,Section 3,3,1.0938555002212524,175.0,1.0938555002212524,solid,sampled
A3-01,Section 1,3,0.801400899887085,176.0,0.801400899887085,solid,sampled
A3-03,Section 3,3,1.062278389930725,176.0,1.062278389930725,solid,sampled
A3-01,Section 1,3,0.794304370880127,177.0,0.794304370880127,solid,sampled
A3-03,Section 3,3,1.029497504234314,177.0,1.029497504234314,solid,sampled
A3-01,Section 1,3,0.8039683699607849,178.0,0.8039683699607849,solid,sampled
A3-03,Section 3,3,0.9864616990089417,178.0,0.9864616990089417,solid,sampled
A3-01,Section 1,3,0.799917459487915,179.0,0.799917459487915,solid,sampled
A3-03,Section 3,3,0.9385647773742676,179.0,0.9385647773742676,solid,sampled
A3-01,Section 1,3,0.7860412001609802,180.0,0.7860412001609802,solid,sampled
A3-03,Section 3,3,0.8907386064529419,180.0,0.8907386064529419,solid,sampled
A3-01,Section 1,3,0.7854602932929993,181.0,0.7854602932929993,solid,sampled
A3-03,Section 3,3,0.8409966230392456,181.0,0.8409966230392456,solid,sampled
A3-01,Section 1,3,0.7748186588287354,182.0,0.7748186588287354,solid,sampled
A3-03,Section 3,3,0.7932448387145996,182.0,0.7932448387145996,solid,sampled
A3-01,Section 1,3,0.7751681804656982,183.0,0.7751681804656982,solid,sampled
A3-03,Section 3,3,0.7386863827705383,183.0,0.7386863827705383,solid,sampled
A3-01,Section 1,3,0.7657930850982666,184.0,0.7657930850982666,solid,sampled
A3-03,Section 3,3,0.6866927146911621,184.0,0.6866927146911621,solid,sampled
A3-01,Section 1,3,0.7600458860397339,185.0,0.7600458860397339,solid,sampled
A3-03,Section 3,3,0.6469810009002686,185.0,0.6469810009002686,solid,sampled
A3-01,Section 1,3,0.7642900943756104,186.0,0.7642900943756104,solid,sampled
A3-03,Section 3,3,0.6030559539794922,186.0,0.6030559539794922,solid,sampled
A3-01,Section 1,3,0.7434874176979065,187.0,0.7434874176979065,solid,sampled
A3-03,Section 3,3,0.5578610301017761,187.0,0.5578610301017761,solid,sampled
A3-01,Section 1,3,0.7612623572349548,188.0,0.7612623572349548,solid,sampled
A3-03,Section 3,3,0.5006447434425354,188.0,0.5006447434425354,solid,sampled
A3-01,Section 1,3,0.7383236885070801,189.0,0.7383236885070801,solid,sampled
A3-03,Section 3,3,0.4507980942726135,189.0,0.4507980942726135,solid,sampled
A3-01,Section 1,3,0.7361805438995361,190.0,0.7361805438995361,solid,sampled
A3-03,Section 3,3,0.39647817611694336,190.0,0.39647817611694336,solid,sampled
A3-01,Section 1,3,0.7251830101013184,191.0,0.7251830101013184,solid,sampled
A3-03,Section 3,3,0.3512864112854004,191.0,0.3512864112854004,solid,sampled
A3-01,Section 1,3,0.7374885082244873,192.0,0.7374885082244873,solid,sampled
A3-03,Section 3,3,0.29988813400268555,192.0,0.29988813400268555,solid,sampled
A3-01,Section 1,3,0.730583131313324,193.0,0.730583131313324,solid,sampled
A3-03,Section 3,3,0.24779152870178223,193.0,0.24779152870178223,solid,sampled
A3-01,Section 1,3,0.7255440354347229,194.0,0.7255440354347229,solid,sampled
A3-03,Section 3,3,0.1918208748102188,194.0,0.1918208748102188,solid,sampled
A3-01,Section 1,3,0.7178611755371094,195.0,0.7178611755371094,solid,sampled
