section_id,label,sort_order,height_m,distance_m,raw_height_m,line_style,value_state
A3-02,Section 2,2,12.7741117477417,57.0,12.7741117477417,solid,sampled
A3-02,Section 2,2,12.307442665100098,58.0,12.307442665100098,solid,sampled
A3-02,Section 2,2,11.622428894042969,59.0,11.622428894042969,solid,sampled
A3-02,Section 2,2,10.99113655090332,60.0,10.99113655090332,solid,sampled
A3-02,Section 2,2,10.073314666748047,61.0,10.073314666748047,solid,sampled
A3-02,Section 2,2,7.021300315856934,62.0,7.021300315856934,solid,sampled
A3-02,Section 2,2,5.217152118682861,63.0,5.217152118682861,solid,sampled
A3-02,Section 2,2,5.109129428863525,64.0,5.109129428863525,solid,sampled
A3-02,Section 2,2,4.982006549835205,65.0,4.982006549835205,solid,sampled
A3-02,Section 2,2,4.919816970825195,66.0,4.919816970825195,solid,sampled
A3-02,Section 2,2,4.867846488952637,67.0,4.867846488952637,solid,sampled
A3-02,Section 2,2,4.815825939178467,68.0,4.815825939178467,solid,sampled
A3-02,Section 2,2,4.794078826904297,69.0,4.794078826904297,solid,sampled
A3-02,Section 2,2,4.785862922668457,70.0,4.785862922668457,solid,sampled
A3-02,Section 2,2,4.7976179122924805,71.0,4.7976179122924805,solid,sampled
A3-02,Section 2,2,4.76715087890625,72.0,4.76715087890625,solid,sampled
A3-02,Section 2,2,4.719339847564697,73.0,4.719339847564697,solid,sampled
A3-02,Section 2,2,4.684480667114258,74.0,4.684480667114258,solid,sampled
A3-02,Section 2,2,4.657171249389648,75.0,4.657171249389648,solid,sampled
A3-02,Section 2,2,4.56835412979126,76.0,4.56835412979126,solid,sampled
A3-02,Section 2,2,4.476323127746582,77.0,4.476323127746582,solid,sampled
A3-02,Section 2,2,4.414093494415283,78.0,4.414093494415283,solid,sampled
A3-02,Section 2,2,4.324054718017578,79.0,4.324054718017578,solid,sampled
A3-02,Section 2,2,4.227834701538086,80.0,4.227834701538086,solid,sampled
A3-02,Section 2,2,4.1206841468811035,81.0,4.1206841468811035,solid,sampled
A3-02,Section 2,2,4.086033821105957,82.0,4.086033821105957,solid,sampled
A3-02,Section 2,2,4.013395309448242,83.0,4.013395309448242,solid,sampled
A3-02,Section 2,2,3.9953386783599854,84.0,3.9953386783599854,solid,sampled
A3-02,Section 2,2,3.982598066329956,85.0,3.982598066329956,solid,sampled
A3-02,Section 2,2,3.9746265411376953,86.0,3.9746265411376953,solid,sampled
A3-02,Section 2,2,3.935171604156494,87.0,3.935171604156494,solid,sampled
A3-02,Section 2,2,3.9062397480010986,88.0,3.9062397480010986,solid,sampled
A3-02,Section 2,2,3.872530221939087,89.0,3.872530221939087,solid,sampled
A3-02,Section 2,2,3.8542912006378174,90.0,3.8542912006378174,solid,sampled
A3-02,Section 2,2,3.8389289379119873,91.0,3.8389289379119873,solid,sampled
A3-02,Section 2,2,3.8136940002441406,92.0,3.8136940002441406,solid,sampled
A3-02,Section 2,2,3.788668632507324,93.0,3.788668632507324,solid,sampled
A3-02,Section 2,2,3.772618293762207,94.0,3.772618293762207,solid,sampled
A3-02,Section 2,2,3.723165512084961,95.0,3.723165512084961,solid,sampled
A3-02,Section 2,2,3.6692771911621094,96.0,3.6692771911621094,solid,sampled
A3-02,Section 2,2,3.6151225566864014,97.0,3.6151225566864014,solid,sampled
A3-02,Section 2,2,3.5543313026428223,98.0,3.5543313026428223,solid,sampled
A3-02,Section 2,2,3.495208263397217,99.0,3.495208263397217,solid,sampled
A3-02,Section 2,2,3.4336154460906982,100.0,3.4336154460906982,solid,sampled
A3-02,Section 2,2,3.362321615219116,101.0,3.362321615219116,solid,sampled
A3-02,Section 2,2,3.303391218185425,102.0,3.303391218185425,solid,sampled
A3-02,Section 2,2,3.236645460128784,103.0,3.236645460128784,solid,sampled
A3-02,Section 2,2,3.174495220184326,104.0,3.174495220184326,solid,sampled
A3-02,Section 2,2,3.1082217693328857,105.0,3.1082217693328857,solid,sampled
A3-02,Section 2,2,3.0421831607818604,106.0,3.0421831607818604,solid,sampled
A3-02,Section 2,2,2.985903739929199,107.0,2.985903739929199,solid,sampled
A3-02,Section 2,2,2.9106171131134033,108.0,2.9106171131134033,solid,sampled
A3-02,Section 2,2,2.850687265396118,109.0,2.850687265396118,solid,sampled
A3-02,Section 2,2,2.766026258468628,110.0,2.766026258468628,solid,sampled
A3-02,Section 2,2,2.688011646270752,111.0,2.688011646270752,solid,sampled
A3-02,Section 2,2,2.6276543140411377,112.0,2.6276543140411377,solid,sampled
A3-02,Section 2,2,2.568289279937744,113.0,2.568289279937744,solid,sampled
A3-02,Section 2,2,2.494028091430664,114.0,2.494028091430664,solid,sampled
A3-02,Section 2,2,2.4114956855773926,115.0,2.4114956855773926,solid,sampled
A3-02,Section 2,2,2.3467917442321777,116.0,2.3467917442321777,solid,sampled
A3-02,Section 2,2,2.273547410964966,117.0,2.273547410964966,solid,sampled
A3-02,Section 2,2,2.1892781257629395,118.0,2.1892781257629395,solid,sampled
A3-02,Section 2,2,2.113591194152832,119.0,2.113591194152832,solid,sampled
A3-02,Section 2,2,2.023179292678833,120.0,2.023179292678833,solid,sampled
A3-02,Section 2,2,1.948362112045288,121.0,1.948362112045288,solid,sampled
A3-02,Section 2,2,1.8756496906280518,122.0,1.8756496906280518,solid,sampled
A3-02,Section 2,2,1.8027194738388062,123.0,1.8027194738388062,solid,sampled
A3-02,Section 2,2,1.731830358505249,124.0,1.731830358505249,solid,sampled
A3-02,Section 2,2,1.6523172855377197,125.0,1.6523172855377197,solid,sampled
A3-02,Section 2,2,1.584815263748169,126.0,1.584815263748169,solid,sampled
A3-02,Section 2,2,1.5267188549041748,127.0,1.5267188549041748,solid,sampled
A3-02,Section 2,2,1.4578444957733154,128.0,1.4578444957733154,solid,sampled
A3-02,Section 2,2,1.4005050659179688,129.0,1.4005050659179688,solid,sampled
A3-02,Section 2,2,1.3513418436050415,130.0,1.3513418436050415,solid,sampled
A3-02,Section 2,2,1.3137946128845215,131.0,1.3137946128845215,solid,sampled
A3-02,Section 2,2,1.2767072916030884,132.0,1.2767072916030884,solid,sampled
A3-02,Section 2,2,1.2477341890335083,133.0,1.2477341890335083,solid,sampled
A3-02,Section 2,2,1.2246454954147339,134.0,1.2246454954147339,solid,sampled
A3-02,Section 2,2,1.196370244026184,135.0,1.196370244026184,solid,sampled
A3-02,Section 2,2,1.1733670234680176,136.0,1.1733670234680176,solid,sampled
A3-02,Section 2,2,1.1754748821258545,137.0,1.1754748821258545,solid,sampled
A3-02,Section 2,2,1.1686277389526367,138.0,1.1686277389526367,solid,sampled
A3-02,Section 2,2,1.1434123516082764,139.0,1.1434123516082764,solid,sampled
A3-02,Section 2,2,1.1034104824066162,140.0,1.1034104824066162,solid,sampled
A3-02,Section 2,2,1.0927530527114868,141.0,1.0927530527114868,solid,sampled
A3-02,Section 2,2,1.0861339569091797,142.0,1.0861339569091797,solid,sampled
A3-02,Section 2,2,1.0765900611877441,143.0,1.0765900611877441,solid,sampled
A3-02,Section 2,2,1.0498313903808594,144.0,1.0498313903808594,solid,sampled
A3-02,Section 2,2,1.0268586874008179,145.0,1.0268586874008179,solid,sampled
A3-02,Section 2,2,1.013453722000122,146.0,1.013453722000122,solid,sampled
A3-02,Section 2,2,1.0044164657592773,147.0,1.0044164657592773,solid,sampled
A3-02,Section 2,2,1.004655122756958,148.0,1.004655122756958,solid,sampled
A3-02,Section 2,2,1.0255712270736694,149.0,1.0255712270736694,solid,sampled
A3-02,Section 2,2,1.052932620048523,150.0,1.052932620048523,solid,sampled
A3-02,Section 2,2,1.0518724918365479,151.0,1.0518724918365479,solid,sampled
A3-02,Section 2,2,1.0558711290359497,152.0,1.0558711290359497,solid,sampled
A3-02,Section 2,2,1.0568974018096924,153.0,1.0568974018096924,solid,sampled
A3-02,Section 2,2,1.0425434112548828,154.0,1.0425434112548828,solid,sampled
A3-02,Section 2,2,1.0506105422973633,155.0,1.0506105422973633,solid,sampled
A3-02,Section 2,2,1.0434751510620117,156.0,1.0434751510620117,solid,sampled
A3-02,Section 2,2,1.0260286331176758,157.0,1.0260286331176758,solid,sampled
A3-02,Section 2,2,1.0116801261901855,158.0,1.0116801261901855,solid,sampled
A3-02,Section 2,2,0.9948565363883972,159.0,0.9948565363883972,solid,sampled
A3-02,Section 2,2,0.9768218994140625,160.0,0.9768218994140625,solid,sampled
A3-02,Section 2,2,0.97071373462677,161.0,0.97071373462677,solid,sampled
A3-02,Section 2,2,0.9719635248184204,162.0,0.9719635248184204,solid,sampled
A3-02,Section 2,2,0.9614412188529968,163.0,0.9614412188529968,solid,sampled
A3-02,Section 2,2,0.9438291788101196,164.0,0.9438291788101196,solid,sampled
A3-02,Section 2,2,0.9413645267486572,165.0,0.9413645267486572,solid,sampled
A3-02,Section 2,2,0.9286824464797974,166.0,0.9286824464797974,solid,sampled
A3-02,Section 2,2,0.9183269739151001,167.0,0.9183269739151001,solid,sampled
A3-02,Section 2,2,0.908318042755127,168.0,0.908318042755127,solid,sampled
A3-02,Section 2,2,0.8875952959060669,169.0,0.8875952959060669,solid,sampled
A3-02,Section 2,2,0.8890568017959595,170.0,0.8890568017959595,solid,sampled
A3-02,Section 2,2,0.8725757002830505,171.0,0.8725757002830505,solid,sampled
A3-02,Section 2,2,0.8491389155387878,172.0,0.8491389155387878,solid,sampled
A3-02,Section 2,2,0.8418404459953308,173.0,0.8418404459953308,solid,sampled
A3-02,Section 2,2,0.8259767889976501,174.0,0.8259767889976501,solid,sampled
A3-02,Section 2,2,0.81168133020401,175.0,0.81168133020401,solid,sampled
A3-02,Section 2,2,0.8053669929504395,176.0,0.8053669929504395,solid,sampled
A3-02,Section 2,2,0.7726096510887146,177.0,0.7726096510887146,solid,sampled
A3-02,Section 2,2,0.7485296726226807,178.0,0.7485296726226807,solid,sampled
A3-02,Section 2,2,0.7434468269348145,179.0,0.7434468269348145,solid,sampled
A3-02,Section 2,2,0.728229284286499,180.0,0.728229284286499,solid,sampled
A3-02,Section 2,2,0.7097257375717163,181.0,0.7097257375717163,solid,sampled
A3-02,Section 2,2,0.6970406770706177,182.0,0.6970406770706177,solid,sampled
A3-02,Section 2,2,0.6727356910705566,183.0,0.6727356910705566,solid,sampled
A3-02,Section 2,2,0.6416832804679871,184.0,0.6416832804679871,solid,sampled
A3-02,Section 2,2,0.5889863967895508,185.0,0.5889863967895508,solid,sampled
A3-02,Section 2,2,0.4872448444366455,186.0,0.4872448444366455,solid,sampled
A3-02,Section 2,2,0.32425811886787415,187.0,0.32425811886787415,solid,sampled
A3-02,Section 2,2,0.19056105613708496,188.0,0.19056105613708496,solid,sampled
A3-02,Section 2,2,0.11544565856456757,189.0,0.11544565856456757,solid,sampled
A3-02,Section 2,2,0.04693251848220825,190.0,0.04693251848220825,solid,sampled
A3-02,Section 2,2,0.004958942532539368,191.0,0.004958942532539368,solid,sampled
A3-02,Section 2,2,-0.04799944907426834,192.0,-0.04799944907426834,solid,sampled
A3-02,Section 2,2,-0.07056033611297607,193.0,-0.07056033611297607,solid,sampled
A3-02,Section 2,2,-0.09133988618850708,194.0,-0.09133988618850708,solid,sampled
A3-02,Section 2,2,-0.050849467515945435,195.0,-0.050849467515945435,solid,sampled
A3-02,Section 2,2,-0.1058495044708252,196.0,-0.1058495044708252,solid,sampled
A3-02,Section 2,2,-0.07111987471580505,197.0,-0.07111987471580505,solid,sampled
A3-02,Section 2,2,-0.03372673690319061,198.0,-0.03372673690319061,solid,sampled
A3-02,Section 2,2,0.003767244517803192,199.0,0.003767244517803192,solid,sampled
A3-02,Section 2,2,0.05207592248916626,200.0,0.05207592248916626,solid,sampled
A3-02,Section 2,2,0.04974418133497238,201.0,0.04974418133497238,solid,sampled
A3-02,Section 2,2,0.02076435089111328,202.0,0.02076435089111328,solid,sampled
A3-02,Section 2,2,0.02421736717224121,203.0,0.02421736717224121,solid,sampled
A3-02,Section 2,2,0.03831416368484497,204.0,0.03831416368484497,solid,sampled
A3-02,Section 2,2,0.049950286746025085,205.0,0.049950286746025085,solid,sampled
A3-02,Section 2,2,0.062465012073516846,206.0,0.062465012073516846,solid,sampled
A3-02,Section 2,2,0.09304077923297882,207.0,0.09304077923297882,solid,sampled
A3-02,Section 2,2,0.1001080870628357,208.0,0.1001080870628357,solid,sampled
A3-02,Section 2,2,0.11309254169464111,209.0,0.11309254169464111,solid,sampled
A3-02,Section 2,2,0.1284603774547577,210.0,0.1284603774547577,solid,sampled
A3-02,Section 2,2,0.14265692234039307,211.0,0.14265692234039307,solid,sampled
A3-02,Section 2,2,0.16627037525177002,212.0,0.16627037525177002,solid,sampled
A3-02,Section 2,2,0.18005889654159546,213.0,0.18005889654159546,solid,sampled
A3-02,Section 2,2,0.2034211903810501,214.0,0.2034211903810501,solid,sampled
A3-02,Section 2,2,0.21297162771224976,215.0,0.21297162771224976,solid,sampled
A3-02,Section 2,2,0.23685316741466522,216.0,0.23685316741466522,solid,sampled
A3-02,Section 2,2,0.23205506801605225,217.0,0.23205506801605225,solid,sampled
A3-02,Section 2,2,0.23965248465538025,218.0,0.23965248465538025,solid,sampled
A3-02,Section 2,2,0.2733030915260315,219.0,0.2733030915260315,solid,sampled
A3-02,Section 2,2,0.2819194793701172,220.0,0.2819194793701172,solid,sampled
A3-02,Section 2,2,0.29944467544555664,221.0,0.29944467544555664,solid,sampled
A3-02,Section 2,2,0.3074374198913574,222.0,0.3074374198913574,solid,sampled
A3-02,Section 2,2,0.3121272325515747,223.0,0.3121272325515747,solid,sampled
A3-02,Section 2,2,0.3195079565048218,224.0,0.3195079565048218,solid,sampled
A3-02,Section 2,2,0.3521308898925781,225.0,0.3521308898925781,solid,sampled
A3-02,Section 2,2,0.36186903715133667,226.0,0.36186903715133667,solid,sampled
A3-02,Section 2,2,0.36138916015625,227.0,0.36138916015625,solid,sampled
A3-02,Section 2,2,0.3702123761177063,228.0,0.3702123761177063,solid,sampled
A3-02,Section 2,2,0.39161986112594604,229.0,0.39161986112594604,solid,sampled
A3-02,Section 2,2,0.38839152455329895,230.0,0.38839152455329895,solid,sampled
A3-02,Section 2,2,0.4135996699333191,231.0,0.4135996699333191,solid,sampled
A3-02,Section 2,2,0.41684919595718384,232.0,0.41684919595718384,solid,sampled
A3-02,Section 2,2,0.4226214289665222,233.0,0.4226214289665222,solid,sampled
A3-02,Section 2,2,0.43456506729125977,234.0,0.43456506729125977,solid,sampled
A3-02,Section 2,2,0.4131917953491211,235.0,0.4131917953491211,solid,sampled
A3-02,Section 2,2,0.4218204915523529,236.0,0.4218204915523529,solid,sampled
A3-02,Section 2,2,0.4205735921859741,237.0,0.4205735921859741,solid,sampled
A3-02,Section 2,2,0.4171631932258606,238.0,0.4171631932258606,solid,sampled
A3-02,Section 2,2,0.41156136989593506,239.0,0.41156136989593506,solid,sampled
A3-02,Section 2,2,0.42009562253952026,240.0,0.42009562253952026,solid,sampled
A3-02,Section 2,2,0.4205951988697052,241.0,0.4205951988697052,solid,sampled
A3-02,Section 2,2,0.38367509841918945,242.0,0.38367509841918945,solid,sampled
A3-02,Section 2,2,0.37485694885253906,243.0,0.37485694885253906,solid,sampled
A3-02,Section 2,2,0.36474573612213135,244.0,0.36474573612213135,solid,sampled
A3-02,Section 2,2,0.37764406204223633,245.0,0.37764406204223633,solid,sampled
A3-02,Section 2,2,0.3655300438404083,246.0,0.3655300438404083,solid,sampled
A3-02,Section 2,2,0.36024951934814453,247.0,0.36024951934814453,solid,sampled
A3-02,Section 2,2,0.35724008083343506,248.0,0.35724008083343506,solid,sampled
A3-02,Section 2,2,0.35239675641059875,249.0,0.35239675641059875,solid,sampled
A3-02,Section 2,2,0.33734750747680664,250.0,0.33734750747680664,solid,sampled
A3-02,Section 2,2,0.33021318912506104,251.0,0.33021318912506104,solid,sampled
A3-02,Section 2,2,0.36616653203964233,252.0,0.36616653203964233,solid,sampled
A3-02,Section 2,2,0.3921166956424713,253.0,0.3921166956424713,solid,sampled
A3-02,Section 2,2,0.42066454887390137,254.0,0.42066454887390137,solid,sampled
A3-02,Section 2,2,0.4686359167098999,255.0,0.4686359167098999,solid,sampled
A3-02,Section 2,2,0.473503053188324,256.0,0.473503053188324,solid,sampled
A3-02,Section 2,2,0.4888085722923279,257.0,0.4888085722923279,solid,sampled
A3-02,Section 2,2,0.47481173276901245,258.0,0.47481173276901245,solid,sampled
A3-02,Section 2,2,0.4717753529548645,259.0,0.4717753529548645,solid,sampled
A3-02,Section 2,2,0.47257912158966064,260.0,0.47257912158966064,solid,sampled
A3-02,Section 2,2,0.45980334281921387,261.0,0.45980334281921387,solid,sampled
A3-02,Section 2,2,0.4503517746925354,262.0,0.4503517746925354,solid,sampled
A3-02,Section 2,2,0.44553688168525696,263.0,0.44553688168525696,solid,sampled
A3-02,Section 2,2,0.43587803840637207,264.0,0.43587803840637207,solid,sampled
A3-02,Section 2,2,0.4255262315273285,265.0,0.4255262315273285,solid,sampled
A3-02,Section 2,2,0.42689764499664307,266.0,0.42689764499664307,solid,sampled
A3-02,Section 2,2,0.4100480377674103,267.0,0.4100480377674103,solid,sampled
A3-02,Section 2,2,0.3974841237068176,268.0,0.3974841237068176,solid,sampled
A3-02,Section 2,2,0.38429367542266846,269.0,0.38429367542266846,solid,sampled
A3-02,Section 2,2,0.3596750497817993,270.0,0.3596750497817993,solid,sampled
A3-02,Section 2,2,0.3478265404701233,271.0,0.3478265404701233,solid,sampled
A3-02,Section 2,2,0.3437729477882385,272.0,0.3437729477882385,solid,sampled
A3-02,Section 2,2,0.32278525829315186,273.0,0.32278525829315186,solid,sampled
A3-02,Section 2,2,0.31003323197364807,274.0,0.31003323197364807,solid,sampled
A3-02,Section 2,2,0.3004665672779083,275.0,0.3004665672779083,solid,sampled
A3-02,Section 2,2,0.2912259101867676,276.0,0.2912259101867676,solid,sampled
A3-02,Section 2,2,0.28973138332366943,277.0,0.28973138332366943,solid,sampled
A3-02,Section 2,2,0.2749326527118683,278.0,0.2749326527118683,solid,sampled
A3-02,Section 2,2,0.27072417736053467,279.0,0.27072417736053467,solid,sampled
A3-02,Section 2,2,0.27011826634407043,280.0,0.27011826634407043,solid,sampled
A3-02,Section 2,2,0.2804188132286072,281.0,0.2804188132286072,solid,sampled
A3-02,Section 2,2,0.2666141986846924,282.0,0.2666141986846924,solid,sampled
A3-02,Section 2,2,0.2624168395996094,283.0,0.2624168395996094,solid,sampled
A3-02,Section 2,2,0.22969797253608704,284.0,0.22969797253608704,solid,sampled
A3-02,Section 2,2,0.23042471706867218,285.0,0.23042471706867218,solid,sampled
A3-02,Section 2,2,0.21886470913887024,286.0,0.21886470913887024,solid,sampled
A3-02,Section 2,2,0.20482540130615234,287.0,0.20482540130615234,solid,sampled
A3-02,Section 2,2,0.20180881023406982,288.0,0.20180881023406982,solid,sampled
A3-02,Section 2,2,0.20979073643684387,289.0,0.20979073643684387,solid,sampled
A3-02,Section 2,2,0.21063898503780365,290.0,0.21063898503780365,solid,sampled
A3-02,Section 2,2,0.21365299820899963,291.0,0.21365299820899963,solid,sampled
A3-02,Section 2,2,0.2254321277141571,292.0,0.2254321277141571,solid,sampled
A3-02,Section 2,2,0.22322267293930054,293.0,0.22322267293930054,solid,sampled
A3-02,Section 2,2,0.22529523074626923,294.0,0.22529523074626923,solid,sampled
A3-02,Section 2,2,0.22805190086364746,295.0,0.22805190086364746,solid,sampled
A3-02,Section 2,2,0.2306874394416809,296.0,0.2306874394416809,solid,sampled
A3-02,Section 2,2,0.23606593906879425,297.0,0.23606593906879425,solid,sampled
A3-02,Section 2,2,0.23083917796611786,298.0,0.23083917796611786,solid,sampled
A3-02,Section 2,2,0.20862555503845215,299.0,0.20862555503845215,solid,sampled
A3-02,Section 2,2,0.2012019008398056,300.0,0.2012019008398056,solid,sampled
A3-02,Section 2,2,0.18301630020141602,301.0,0.18301630020141602,solid,sampled
A3-02,Section 2,2,0.1360512375831604,302.0,0.1360512375831604,solid,sampled
A3-02,Section 2,2,0.08288589119911194,303.0,0.08288589119911194,solid,sampled
A3-02,Section 2,2,0.052825927734375,304.0,0.052825927734375,solid,sampled
A3-02,Section 2,2,-0.0008139610290527344,305.0,-0.0008139610290527344,solid,sampled
A3-02,Section 2,2,-0.03894980996847153,306.0,-0.03894980996847153,solid,sampled
A3-02,Section 2,2,-0.09481517970561981,307.0,-0.09481517970561981,solid,sampled
A3-02,Section 2,2,-0.1465376615524292,308.0,-0.1465376615524292,solid,sampled
A3-02,Section 2,2,-0.18630605936050415,309.0,-0.18630605936050415,solid,sampled
A3-02,Section 2,2,-0.22554367780685425,310.0,-0.22554367780685425,solid,sampled
A3-02,Section 2,2,-0.2587539255619049,311.0,-0.2587539255619049,solid,sampled
A3-02,Section 2,2,-0.30133605003356934,312.0,-0.30133605003356934,solid,sampled
A3-02,Section 2,2,-0.3389517068862915,313.0,-0.3389517068862915,solid,sampled
A3-02,Section 2,2,-0.3894144296646118,314.0,-0.3894144296646118,solid,sampled
A3-02,Section 2,2,-0.4319641590118408,315.0,-0.4319641590118408,solid,sampled
A3-02,Section 2,2,-0.5058450698852539,316.0,-0.5058450698852539,solid,sampled
A3-02,Section 2,2,-0.5662342309951782,317.0,-0.5662342309951782,solid,sampled
A3-02,Section 2,2,-0.6271356344223022,318.0,-0.6271356344223022,solid,sampled
A3-02,Section 2,2,-0.6877756714820862,319.0,-0.6877756714820862,solid,sampled
A3-02,Section 2,2,-0.7590546607971191,320.0,-0.7590546607971191,solid,sampled
A3-02,Section 2,2,-0.8419848680496216,321.0,-0.8419848680496216,solid,sampled
A3-02,Section 2,2,-0.9251370429992676,322.0,-0.9251370429992676,solid,sampled
A3-02,Section 2,2,-0.9987897276878357,323.0,-0.9987897276878357,solid,sampled
A3-02,Section 2,2,-1.0759872198104858,324.0,-1.0759872198104858,solid,sampled
A3-02,Section 2,2,-1.1645166873931885,325.0,-1.1645166873931885,solid,sampled
A3-02,Section 2,2,-1.2376965284347534,326.0,-1.2376965284347534,solid,sampled
A3-02,Section 2,2,-1.3342602252960205,327.0,-1.3342602252960205,solid,sampled
A3-02,Section 2,2,-1.4464030265808105,328.0,-1.4464030265808105,solid,sampled
A3-02,Section 2,2,-1.5182710886001587,329.0,-1.5182710886001587,solid,sampled
A3-02,Section 2,2,-1.6258876323699951,330.0,-1.6258876323699951,solid,sampled
A3-02,Section 2,2,-1.717384934425354,331.0,-1.717384934425354,solid,sampled
A3-02,Section 2,2,-1.8239293098449707,332.0,-1.8239293098449707,solid,sampled
A3-02,Section 2,2,-1.8896479606628418,333.0,-1.8896479606628418,solid,sampled
A3-02,Section 2,2,-1.9720122814178467,334.0,-1.9720122814178467,solid,sampled
A3-02,Section 2,2,-2.0420076847076416,335.0,-2.0420076847076416,solid,sampled
A3-02,Section 2,2,-2.118042469024658,336.0,-2.118042469024658,solid,sampled
A3-02,Section 2,2,-2.2639713287353516,337.0,-2.2639713287353516,solid,sampled
A3-02,Section 2,2,-2.387535572052002,338.0,-2.387535572052002,solid,sampled
A3-02,Section 2,2,-2.5130131244659424,339.0,-2.5130131244659424,solid,sampled
A3-02,Section 2,2,-2.643106460571289,340.0,-2.643106460571289,solid,sampled
A3-02,Section 2,2,-2.7726776599884033,341.0,-2.7726776599884033,solid,sampled
A3-02,Section 2,2,-2.9214751720428467,342.0,-2.9214751720428467,solid,sampled
A3-02,Section 2,2,-2.983520746231079,343.0,-2.983520746231079,solid,sampled
A3-02,Section 2,2,-2.9475338459014893,344.0,-2.9475338459014893,solid,sampled
A3-02,Section 2,2,-3.0,345.0,-3.5791473388671875,solid,water_floor
A3-02,Section 2,2,-3.0,346.0,-3.3474721908569336,solid,water_floor
A3-02,Section 2,2,-3.0,347.0,-3.57613205909729,solid,water_floor
A3-02,Section 2,2,-3.0,348.0,-4.635658264160156,solid,water_floor
A3-02,Section 2,2,-3.0,349.0,-8.620918273925781,solid,water_floor
A3-02,Section 2,2,-3.0,350.0,-13.804165840148926,solid,water_floor
A3-02,Section 2,2,-3.0,351.0,-13.76702880859375,solid,water_floor
A3-02,Section 2,2,-3.0,352.0,-17.267616271972656,solid,water_floor
A3-02,Section 2,2,-3.0,353.0,-8.712699890136719,solid,water_floor
A3-02,Section 2,2,-3.0,354.0,-17.927635192871094,solid,water_floor
A3-02,Section 2,2,-3.0,355.0,-12.841815948486328,solid,water_floor
